ID,YEAR,DATE,DAY_WEEK,TIME,FULL_ADDRESS,LON,LAT,TYPE,SOURCE,XFINAL,Xkm,YFINAL,Ykm,Address,Main,RoadType,ISINTERSEC,TRACT,CouncilDIS,Councillor,PlanningDi,OIF1,OIF2,OIF3,OIF4,BLFinal,CS,LIGHTING,Indoor,Light,LightEng,WEATHER,PrecipCond,AtmosCondi,DayNight,Tmax,Tmin,Tavg,Temprange,SunriseTim,SunsetTime,SnowFall,PrecipTota,Fault,Doored,HelmetDocu,TaxiFinal,hitrunfina,AlcoholFin,INJURED,TRANSPORTE,TREATED,GENDER,ETHNICITY,AGE,Narrative,
B2329,2012,1/10/2012,Tuesday,5:44:00 PM,"92 Ellet St South Dorchester , MA, USA",-71.0596448,42.3041289,BVA,E911,775410.593742,236345.148972,2936190.673164,894950.91718,92 Ellet St,1,Emp,1,91600,3,Councillor Baker,South Dorchester,98,98,98,98,0,0,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLEAR - NIGHT,3,2,2,47,30,39,17,7:12:00 AM,4:31:00 PM,0.5,0.02,0,0,0,0,1,0,1,1,1,MALE,BLACK NON-HISPANIC,18,"About xxxxx hrs on Tuesday, xxxxxxxxxx Officer xxxxxxx in the xxxxx unit responded to  radio call for a pedestrian struck at Dorchester xxxxxxxxxxx St. On arrival Officer located the victim, xxxxxx xxxx who stated that while riding his bicycle and attempting to cross Dorchester ave he was struck by a black Toyota xxxxxxx operated by a Asian male in his forties. Mr xxx stated that his left leg was struck which caused him to fall off of the bike onto the ground. Mr xxx stated that he sustained injuries to his left leg and scrapes to his left hand. Mr xxx stated that the vehicle initially stopped on xxxxxxx Street and as he approached it the suspect fled up xxxxxxx St and took a left on xxxxxxxx St. Mr xxx stated that he wasn't able to ascertain the license plate. Officer observed Mr xxx's bicycle which had a warped front tire. Boston E.M.S xxxx (xxxxxx & xxxxx) responded and transported Mr xxx to the xxxxxx Hospital for treatment. The Bicycle was logged on property control log #xxxxx (xx xx). Officer completed motor vehicle crash form xxxxxx.",
B2330,2012,1/11/2012,Wednesday,8:51:00 AM,"724 Columbia Rd North Dorchester , MA, USA",-71.0605979,42.3201529,BVA,N/A,774938.433351,236201.234485,2941998.018474,896720.996031,724 Columbia Rd,0,Res,0,90700,2,Councillor Linehan,North Dorchester,4,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,2,1,38,30,34,8,7:12:00 AM,4:32:00 PM,0,0,0,0,1,0,1,0,1,1,1,MALE,WHITE NON-HISPANIC,27,"About xxxxx am, Wednesday, xxxxxxxx PO xxxxxxxx responded to a radio call for a motor vehicle accident involving a bicyclist. On arrival officer spoke to victim xxxx xxxxxx who was inside EMS Ambulance xxxx. Victim stated to officer that he was riding his bicycle and was hit by a motor vehicle. Victim had trouble xxxxxxxxxxx any further details of the incident. Victim had a laceration to his left eyebrow and complaint of head,hip and back pain. Victim was transported to Boston Medical Center by Ambulance xxxx assigned EMT's xxxxxx and xxxxxxx .Officer observed victim's bicycle xx speed xxxxxxxxx blue white color with a bent front wheel lying on the sidewalk at the corner of Massachusetts Av and Boston St. Officer obtained from the xxxx Sergeant xxxxxx a business card from a possible witness that was given to EMS responders. Name on business card was xxxxxxxx xxxxxx. Officer was directed to proceed to Boston Medical Center to obtain further information from the victim. Officer spoke to victim at Boston Medical Center.  Victim stated to officer that he was eastbound on xxxxxxxx Rd and in the intersection xxxxxxxxx to turn onto Boston st. Victim stated that his bicycle was hit by an unknown motor vehicle. Victim stated that he then remembered sitting in the roadway with someone trying to help him. Victim stated to officer that he was not wearing a bicycle helmet at the time of the incident. Officer advised victim that a police report would be made. Officer returned to Area xxx and spoke to the xxxx Sergeant xxxxxx. Sergeant xxxxxx stated to officer that the  vehicle operator that hit the victim had returned to the scene. Sergeant xxxxxx stated to officer that the vehicle operator was xxxxxxxx xxxxxx operating xxxxxxxx Ma reg xxxxxx. Sergeant xxxxxx stated to officer that the vehicle operator stated to her that the victim ran the red light prior to being hit by the suspect vehicle in the intersection.  Sergeant xxxxxx stated to officer that the vehicle operator stated to her that he left the scene because his two year old son was in the vehicle. Sergeant xxxxxx stated to officer that the suspect vehicle had front end and hood damage. Officer spoke to the xxxxx PO xxxxxxx who stated to officer that the vehicle operator stated to him that the suspect vehicle was westbound on xxxxxxxx Rd with a green light xxxxxxxxx to proceed onto Massachusetts Av when the victim's bicycle crossed in front of the suspect vehicle and was hit. Officer spoke to the xxxx Detective Young who responded to the scene and took photographs. Detective Young stated to officer that the suspect vehicle had damage to the front end. Victims bicycle removed from the scene and victim advised that the bicycle would be held for safekeeping at area xxx. No citations issued by officer. Motor vehicle crash form xxxxxx completed.",
B2331,2012,1/11/2012,Wednesday,5:16:00 PM,"138 Brookline Ave Fenway , MA, USA",-71.100948,42.3448927,BVA,E911,764094.111829,232895.885286,2951001.139878,899465.147435,138 Brookline Ave,1,Emp,0,10201,8,Councillor Ross,Fenway/Kenmore,4,98,98,98,0,1,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLEAR - NIGHT,3,2,4,38,30,34,8,7:12:00 AM,4:32:00 PM,0,0,0,0,1,0,0,0,1,1,1,FEMALE,WHITE NON-HISPANIC,25,"ABOUT xxxxxx ON WEDNESDAY JANUARY xx, xxxx OFFICER xxxxxxxx (xxxxx) RESPONDED TO A RADIO CALL FOR MOTOR VEHICLE ACCIDENT INVOLVING A BICYCLIST AT BROOKLINE AVE AND xxxxxxxxx STREET.

ON ARRIVAL OFFICER OBSERVED MEMBERS OF BOSTON FIRE ATTENDING TO VICTIM AT THE BUS STOP NEAR xxx BROOKLINE AVE.

OFFICER SPOKE WITH OPERATOR OF MA REG xxxxxx (COMMERCE INSURANCE) MS xxx xxxxx (ACTIVE MA DRIVER'S LICENSE) WHO REPORTED WHILE TRAVELING INBOUND ON BROOKLINE AVE THROUGH THE INTERSECTION OF xxxxxxxxxxxxxxxxxxxx STREET WHEN HER VEHICLE WAS STRUCK BY THE BICYCLIST MS xxx xxxxx. MS xxx INFORMED OFFICER THAT SHE HAD GREEN TRAFFIC SIGNAL AT THE INTERSECTION WHILE OPERATING THE VEHICLE.  OFFICER THEN SPOKE WITH WITNESS #x xxxxxx xxxxxx WHO WAS xxxxxxx THAT THE OPERATOR MS xxx HAD A GREEN LIGHT AND THAT THE BICYCLIST MS xxx WHILE TRAVELING FROM xxxxxxxxx STREET WENT THROUGH A RED LIGHT JUST PRIOR TO THE ACCIDENT TAKING PLACE. OFFICER SPOKE WITH WITNESS #x xxxxxxx xxxxxxxxx WHO WITNESSED THE INCIDENT BUT DID NOT NOTICE THE TRAFFIC SIGNALS. OFFICER THEN SPOKE WITH BICYCLIST xxxxx xxxxx WHO WALKED TO THE AWAITING BOSTON EMS VEHICLE. MS xxx REPORTED THAT SHE HAD A YELLOW TRAFFIC SIGNAL WHEN SHE TRIED TO CROSS THE INTERSECTION PRIOR TO INCIDENT. MS xxx REPORTED WEARING A SAFETY HELMET AND COMPLAINED OF A RIGHT ELBOW INJURY AND SOME SCRAPES TO THE LEGS. MS xxx SECURED HER BICYCLE TO A POLE PRIOR TO OFFICER ARRIVAL. MS xxx WAS TREATED AND TRANSPORTED BY BOSTON EMS (xxxx) EMT'S xxxxxx AND xxxx TO THE BETH ISRAEL FOR FURTHER TREATMENT. OFFICER xxxxxxxxx THE TRAFFIC SIGNALS FOR A LIGHT CYCLE AND DID NOT OBSERVE ANY xxxxxxxxxxxx. xxxx. xxxx SGT xxxxx NOTIFIED. REPORT FORWARDED TO DISTRICT x AUTO MAN.",
B2332,2012,1/11/2012,Wednesday,7:49:00 PM,"79 Spring St West Roxbury , MA, USA",-71.1638948,42.2773165,BVA,E911,747231.602649,227756.192487,2926300.130646,891936.279821,79 Spring St,1,Com,0,130402,6,Councillor O'Malley,West Roxbury,98,98,98,98,0,0,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLEAR - NIGHT,3,2,2,38,30,34,8,7:12:00 AM,4:32:00 PM,0,0,0,0,0,0,0,0,1,0,0,MALE,WHITE NON-HISPANIC,33,"ABOUT xxxxxx,  xxxxx ON RADIO CALL FOR A MOTOR VEHICLE ACCIDENT INVOLVING A PEDESTRIAN AT xxxxxx ST AND SPRING ST., WEST ROXBURY.  THE ACCIDENT WAS LOCATED AT xx SPRING ST IN FRONT OF THE SHAW'S MARKET.  xxxxx SPOKE xxxxxx xxxxxx WHO REPORTS HE WAS RIDING HIS BLACK TREK BICYCLE ON THE SIDEWALK HEADING OUTBOUND ON SPRING ST AND WAS RIDING ACROSS THE ENTRANCE TO THE SHAW SUPERMARKET DRIVEWAY.  xxxxxx xxxxxx REPORTS HE WAS STRUCK ON THE LEFT LEG AREA BY A xxxx BUICK xxxxxx MASS REG xxxxxx OPERATED BY xxxxxx xxxxxxx WHO WAS TURNING INTO THE SHAW'S PARKING LOT FROM SPRING ST.  xxxxxx xxxxxxx REPORTS SHE WAS MAKING A LEFT TURN FROM THE INBOUND LANE OF SPRING ST WHEN SHE GOT THE GREEN ARROW AND STRUCK xxxxxx xxxxxx WHO WAS RIDING HIS BICYCLE ON THE SIDEWALK AT THE ENTRANCE TO THE SHAW'S PARKING LOT.  xxxxxx xxxxxx REFUSED AN OFFER FOR xxxxxxxxx, BUT HAD PAIN TO HIS LEFT ANKLE AND WILL SEE HIS OWN DOCTOR IF PAIN PERSISTS.  HIS BICYCLE HAD DAMAGE TO WHEELS AND FRAME.  xxxxxx xxxxxxx'S BUICK HAD SMALL SCRAPES ON THE FRONT BUMPER, BUT IT IS UNKNOWN IF ANY OF THE SCRAPES WERE FROM THE ACCIDENT OR OLD.  xxxxxx xxxxxxx DROVE HER CAR FROM THE SCENE.  xxxxx ASSISTED xxxxxx xxxxxx HOME WITH HIS BICYCLE.  BFD LADDER xx  AND ENGINE xx RESPONDED.  xxxx SGT. xxxxxx RESPONDED.",
B2333,2012,1/13/2012,Friday,4:20:00 PM,"98 Summer St Central Boston , MA, USA",-71.0578636,42.3536036,BVP,E911,775696.050044,236432.156054,2954180.252482,900434.140956,98 Summer St,0,Emp,1,70100,1,Councillor LaMattina,Central,4,8,98,98,0,1,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLEAR - NIGHT,3,2,4,54,31,43,23,7:11:00 AM,4:34:00 PM,0,0.05,0,0,0,0,0,0,0,0,0,MALE,WHITE NON-HISPANIC,45,"xxxxxx responded to radio call at the above location on report of a motor vehicle accident.  On arrival spoke to victim who stated that while walking in intersection of Summer St. and xxxxxxx St. he stopped and turned around at which time he was struck by a bicyclist riding his bike on Summer St. eastbound going through the intersection heading towards South Station. He further state that he was knocked down to the ground and sustained injuries to his right side, face, head, arm and hands.  He was transported to Tufts New xxxxxxx Hospital by Boston EMS Ambulance  xxx.
   xxxxxx upon speaking with bicyclist who identified himself as, xxxxxxx J. xxxxxx,  white male, xxxxxxxxx, xxx"", xxx lbs. xxxxx# xxxxxxxxxxx, xxx East Second St., So. Boston, xxxxxx  At this time he stated that while riding his green bicycle eastbound on Summer St. and going straight ahead he stated he observed victim walking in the intersection crossing the street and while passing behind him victim suddenly stopped and xxxxx around appearing to be walking back to the side walk he collided with victim knocking him down to the ground.  
   Upon further investigation at no time was victim walking in crosswalk.  Victim claims at the time of the accident the  traffic light was red, however the bicyclist, Mr xxx states the traffic light was green.  At this time no email available for either, victim Mr. xxx bicyclist, Mr, xxxxxx.",
B2334,2012,1/19/2012,Thursday,10:59:00 AM,"1021 Commonwealth Ave Allston , MA, USA",-71.1214059,42.352278,BVA,E911,758354.368046,231146.411381,2953421.390886,900202.839942,1021 Commonwealth Ave,0,Com,0,802,9,Councillor Ciommo,Allston/Brighton,8,98,98,98,1,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,3,1,33,17,25,16,7:08:00 AM,4:41:00 PM,0.3,0.01,0,1,0,0,0,0,1,0,1,MALE,WHITE NON-HISPANIC,21,ABOUT xxxxxxx ON xxxxxxxx THE xxxxx(RECEIVED) A RADIO CALL FOR A PEDESTRIAN STRUCK AT xxxx xxxxxxxxxxxx AVE. UPON ARRIVAL VICTIM STATED HE WAS RIDING HIS BIKE IN THE BIKE LANE INBOUND ON xxxxxxxxxxxx AVE WHEN ALL OF A SUDDEN MA REG xxxxxx(ABOVE) STOPPED IN THE RIGHT LANE AND OPENED ITS PASSENGER SIDE DOOR CAUSING HIM TO DRIVE INTO IT.  OFFICER xxxxxxxx THEN SPOKE TO THE DRIVER OF MA REG xxxxxx A MR. xxx MARTINS (ABOVE) WHO STATED THAT HE STOPPED HIS M/V IN THE RIGHT LANE TO LET HIS PASSENGER (xxxxxxx xxxxxxxx) OUT AND WHEN SHE OPENED THE DOOR A xxxxxxxxx RODE INTO THE DOOR.  THE VICTIM WAS CHECKED BY AMBULANCE xx FOR A SORE SHOULDER BUT REFUSED TO GO THE HOSPITAL.  OFFICER xxxxxxxx ASKED MR. xxx FOR HIS LICENSE AND REGISTRATION AND THAT IS WHEN HE STATED THAT HE DID NOT HAVE A DRIVERS LICENSE AND HANDED OVER HIS BRAZILIAN PASSPORT.  MR. xxx WAS CITED FOR FAILURE TO USE CAUTION WHEN OPENING A CAR DOOR(xxxxx) AND ALSO OPERATING A M/V WITHOUT BEING LICENSED(xxxxx). MR. xxx WILL BE SUMMONED INTO COURT.  MR. xxx M/V WAS RELEASED TO A MR. xxx xxxx WHO HAD A VALID MASS LICENSE(#xxxxxxxxx).,
B2335,2012,1/22/2012,Sunday,5:01:00 PM,"297 Amory St Roxbury , MA, USA",-71.1046779,42.3147502,BVP,E911,763066.246107,232582.591814,2939858.23888,896068.791211,297 Amory St,0,Exe,1,120300,6,Councillor O'Malley,Roxbury,8,98,98,98,0,0,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLEAR - NIGHT,3,3,4,30,15,23,15,7:06:00 AM,4:45:00 PM,0,0,0,0,0,0,1,0,0,0,0,MALE,WHITE NON-HISPANIC,33,"About xxxx pm, Officer xxxxxxxxx responded to a radio call for a pedestrian struck by a motor vehicle at Amory Street and New xxxxxx Street Jamaica Plain, Ma.   Boston Health and Hospitals Ambulance #xx (xxxxxx & xxxxxx) responded to scene and examined victim#x who scraped his knee.  Victim#x then left the scene after refusing any further medical attention.  Victim #x did not complain of any injuries.  Victim #x struck victim #x as he rode his bicycle off the sidewalk and onto New xxxxxx Street. The mirror on victim #x car was broken.  Sergeant xxxxxxxx (xxxx), Officers xxxxxxxx (xxxxx), xxxxxxxxxxxx & xxxxxxxxxxx (xxxxx) also responded to scene.",
B2336,2012,1/26/2012,Thursday,10:48:00 AM,"393 Dartmouth St Back Bay , MA, USA",-71.0792678,42.3541021,BVA,E911,769867.413419,234655.58761,2954358.495095,900488.469305,393 Dartmouth St,1,Emp,1,10800,8,Councillor Ross,Back Bay/Beacon Hill,10,98,98,98,0,0,OUTSIDE - DAY,0,99,0,CLEAR DAY,1,2,1,41,31,36,10,7:03:00 AM,4:50:00 PM,0.2,0.17,0,0,0,0,0,0,1,1,1,MALE,WHITE NON-HISPANIC,53,"About xxxxxxx on Thursday xxxxxxx Officer xxxxxxx (xxxxx), along with Officer xxxxx (xxxxx) responded to a radio call for a motor vehicle accident involving a bicyclist at Dartmouth St and Back Street.
On arrival, officer observed a tan Toyota Camry (Mass Reg xxxxxx), with minor driver side damage.  Officer met with operator, (xxxx xxx xxx) of above vehicle, who stated that she was driving inbound on Back St when bicyclist (xxxxxx xxxxxxxx) collided with her vehicle.  Ms xxx informed officer that she did not see the bicyclist exiting the foot bridge on his bicycle onto Back St, because of the parked vehicles along Back St.   Officer met with victim, xxxxxx xxxxxxxx, who stated that he was riding his bicycle across Back St on Dartmouth st, when he was hit by Toyota Camry.  Mr xxx informed officer that he injured his right arm during the accident.   Officer observed damage to Mr xxx's bicycle and front tire.  Boston Fire xxx and Boston EMS xx were on scene.  Mr xxx transported by Boston EMS to Mass General Hospital for further evaluation.  Officer notified xxxx Sgt xxxxxx of victim's condition.",
B2337,2012,1/26/2012,Thursday,6:27:00 PM,"40 Roxbury St Roxbury , MA, USA",-71.0882765,42.3305966,BVA,E911,768118.993467,234122.669209,2945359.521792,897745.582242,40 Roxbury St,1,Emp,1,80600,7,Councillor Jackson,Roxbury,98,98,98,98,0,0,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,SNOW,1,2,2,41,31,36,10,7:03:00 AM,4:50:00 PM,0.2,0.17,0,0,0,0,0,0,1,1,1,MALE,WHITE NON-HISPANIC,20,"About xxxxx hours Officer xxxxxx in the xxxxx responded to Shawmut Ave and Malcolm X Blvd for a bicyclist struck by a motor vehicle.

Upon arrival Officer xxxxxx spoke to a Mr xxx K xxxxxxx who stated he had the green light and was traveling on Shawmut Ave crossing Malcolm X Blvd heading towards Washington Street when a man on a bicycle came right in front of him.  He stated he did not see the man (later identified as Mr xxx Oliver xxxxxx).  Officer xxxxxx then spoke to Mr xxx who stated he was traveling on Dudley Street crossing Shawmut Ave heading towards Malcolm X Blvd when he was struck by a Brown Honda Accord being operated by Mr xxx xxxxxxx. 

Mr xxx was transported to Beth xxxxxx Hospital with a head injury for further medical evaluation.
 

When this accident happened it was at night, the xxxxx were wet from the falling snow. 

To be further investigated by the Area xxx Auto Room.  The xxxx Sgt xxxxxxxx was notified.",
B2338,2012,1/9/2012,Sunday,5:30:00 PM,"MA, USA",-71.3824374,42.4072107,BVA,WALK-IN,,,,,,,,0,,,,,98,98,98,98,0,0,,,,0,,3,2,3,40,31,36,9,7:00:00 AM,4:55:00 PM,0.009,0.009,0,0,0,0,0,0,1,0,1,MALE,WHITE NON-HISPANIC,32,Victim came to area A to report while riding his bicycle on Cambridge st in front of x Center Plaza he was struck by the operator of mv Ma plate xxx xxx which comes back to a Toyota Camry. Victim states he was sideswiped by a sedan that veered into him while attempting to pass. Victim states he was thrown into a parked truck before falling to the ground. The car stopped and a passenger got out to check on victim but   when victim asked for his driver's license he got back into the car. Victim also approached the driver but  he drove off. Victim was able to get the plate Ma xxx xxx. Victim went to hospital and was diagnosed with xxxx xxxxxxxxxxxxxx be further investigated. CRA xx form filled out.,
B2339,2012,2/2/2012,Thursday,8:37:00 AM,"54 Saint Alphonsus St Jamaica Plain , MA, USA",-71.1003894,42.3344024,BVA,E911,764198.049178,232927.565389,2947101.001054,898276.385121,54 Saint Alphonsus St,0,Emp,1,80900,8,Councillor Ross,Jamaica Plain,98,98,98,98,0,0,,1,99,0,,3,2,1,45,31,38,14,6:57:00 AM,4:59:00 PM,0.01,0.01,0,0,0,0,0,0,1,0,0,MALE,99,20,"On Thursday xxxxxxxxxx Officer xxxxx, xxxxx responded to a R/C for a Pedestrian hit at the intersection of St xxxxxxxxx and xxxxx Street.  On arrival Officer xxxxx spoke to the xxxxxx xxxxxxxxxx who was sitting on the curb stated that he was riding his bicycle on St xxxxxxxxx Street towards xxxxx Street. Mr xxx stated that he was behind a car and as he approached xxxxx Street he saw a car making a left with its left blinker on when the accident happened.  

  Officer xxxxx spoke to the Witness xxxxx xxxxx who stated that she was walking on St xxxxxxxxx Street when she saw the bike hit the car, and the cyclist fall into the xxxxx position on the ground, then noticed it was a friend who was hit and went over to see if he was alright. 

   Officer xxxxx then spoke to the M/V Operator xxxxxxx Walker who was visibly shaken up state she was driving on St. xxxxxxxxx Street going to drop her daughter off at xxxxx School.  Ms. xxx stated she was stopped on St xxxxxxxxx Street allowing traffic to pass, as traffic cleared she went to make a left turn onto xxxxx Street when the accident happened.

  Mr. xxx complained of body soreness but declined EMS Service at that time.  Mr xxx advised to seek medical attention should injuries xxxxxxxx.  Ms. xxx declined EMS Service and also advised to seek medical attention should injuries xxxxxxxx.  Ms. xxx M/V MA Reg xxxxxx sustained damage to the passenger side windshield, mirror, and dent on hood.  Mr. xxx bicycle sustained damage to the front rim, tire, and frame.

Ms. xxx advised to contact her insurance and inform them of the accident.

Boston Fire Department Eng xx responded to the scene.  Harvard University Police, Officer xxxxxxxx #xx responded.",
B2340,2012,2/2/2012,Thursday,7:03:00 PM,"132 Massachusetts Ave Back Bay , MA, USA",-71.0876601,42.3471196,BVA,E911,767614.422728,233968.876047,2951847.520069,899723.124117,132 Massachusetts Ave,0,Exe,1,10401,8,Councillor Ross,Back Bay/Beacon Hill,8,98,98,98,0,0,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLOUDY,3,2,2,45,31,38,14,6:57:00 AM,4:59:00 PM,0.01,0.01,0,0,0,0,0,0,0,0,0,MALE,WHITE NON-HISPANIC,32,"About xxxxx on Thursday , xxxxxxxx Officer xxxxxxxxx assigned to the xxxxx unit , assisted with the xxxx responded to a r/c involving a pedestrian on bike with a m/v at xxxxxxxx and Mass. Ave.

  Upon arrival observed ambulance xxx on scene tending to victim. Victim appeared to be in good health and fully xxxxxxxxxx, he refused any further medical attention.  Officer spoke to victim who states he was outbound on xxxxxxxx st. as he crossed Mass xxxxx he was broad sided by xxxxxxxxxxx operating a green xxxx explorer (xxxxxxxxxxxxxxx).  He states she had the right of way with the green light when he was struck.  Victims bike was operable and didn't receive any damage.

  Spoke to xxxxxxxxxxx who states she was headed inbound on xxxxxxxx st., while she took a right onto Mass. Ave. victim on his bike appeared out of know where and she struck him.  She was clearly shaken up (hands shaking, mouth xxxxxxxxx and xxxxx xxxx) by incident.  She is pregnant at this time and was  tended to by EMS who released her after checking her xxxxx signs.",
B2341,2012,2/3/2012,Friday,1:56:00 PM,"790 Blue Hill Ave Roxbury , MA, USA",-71.0869595,42.2977551,BVA,E911,767907.253563,234058.130886,2933802.581732,894223.026912,790 Blue Hill Ave,0,Com,1,92400,4,Councillor Yancey,Roxbury,8,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,3,1,39,25,32,14,6:56:00 AM,5:00:00 PM,0,0,0,0,0,0,0,0,1,1,1,MALE,ASIAN,16,"About xxxxx hours on Friday, xxxxxxxx xx, xxxx Officer xxxxxxxx (xxxxx) along with Sgt. xxxxxx (xxxx) responded to a radio call at Abbot St. and Blue Hill Av., Dorchester.

On arrival Officers observed that xx Registration xxxxxx (Toyota xxxxx) and a pedestrian, on a bicycle, were involved in an accident.  Officers spoke with the occupants of the above mentioned vehicle (xxxxxx xxxxxx, xxxxxxxxx xxxxxxxx and xxxxxxx xxxxxx).  They all stated they had stopped at the stop sign at the above mentioned intersection.  The operator (xxxxxx) stated she began to slowly move forward when her vehicle was struck by a young, Asian male riding a bicycle.  She stated he hit the front windshield and then fell to the ground.  At this time Officers observed a cracked windshield and broken passenger side mirror.  All occupants of the vehicle were offered medical attention which they declined.

Officers then spoke with the operator of the bicycle, who was being treated by EMS xx.  He stated he was riding his bike outbound on Blue Hill Av.  He stated when he came to the intersection of Abbot St. he collided with a vehicle.  He stated he hit his chin on the front windshield.  At this time he was unaware if he had sustained any other injuries.  EMS transported him to Boston Medical Center for further treatment.  Officers were also able to xxxxxxx is bike and informed him he would be able to pick it up at Area xxx.",
B2342,2012,2/6/2012,Monday,9:46:00 PM,"111 Brooks St East Boston , MA, USA",-71.034109,42.377906,BVA,E911,781934.31793,238333.580105,2963163.844327,903172.339751,111 Brooks St,0,Exe,1,50200,1,Councillor LaMattina,East Boston,10,7,98,98,0,0,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLEAR - NIGHT,3,2,2,50,28,39,22,6:52:00 AM,5:04:00 PM,0,0,0,0,0,0,0,0,1,1,1,MALE,BLACK NON-HISPANIC,17,"About xxxxxx, on Monday, xxxxxxxx xx, xxxx, Officers xxxxxxxx and xxxx, assigned to the xxxxx, responded to a radio call, for a pedestrian struck, at the corner of xxxxxxxxx St and Brooks St, East Boston.

On arrival, officers observed a green Oldsmobile xxxxxxx stopped in the intersection of xxxxxxxxx St and Brooks St.  The vehicle appeared as if it was taking a left turn from xxxxxxxxx St, onto Brooks St.  There was a small silver and black bicycle underneath the front bumper and some damage to the front of the SUV.  The operator of the Oldsmobile, xxxxx xxxxx, and her passenger xxxxxxx xxxxxx, were out of the vehicle standing off to the side.  Boston EMS xxxx, EMT's xxxxxxxx and xxxxxx, were already on scene.  

xxxxxx Sanders, the person riding the bicycle, was being treated inside the ambulance.  Mr xxx stated that he was riding his bicycle down the hill.  He had cuts to both hands.  He complained of pain in his mouth and left leg, and had difficulty speaking.  Mr xxx was taken to Massachusetts General Hospital for further evaluation, by Boston EMS xxxx.

Both Ms xxx and Ms xxx stated that they came to a stop on xxxxxxxxx St, a one way street.  They proceed to take a left turn onto Brooks St, another one way street.  When they took the left turn, they collided with a bicycle coming down the wrong way of Brooks St.  Both stated that they never saw the bike coming down the street.

The officers brought the bicycle, which had no front or rear reflectors, and no brakes, back to Area xxx for safe keeping.

The incident to be further investigated by the Area xxx auto investigator.",
B2343,2012,2/7/2012,Tuesday,7:21:00 AM,"371 Heath St Jamaica Plain , MA, USA",-71.1104657,42.3287886,BVA,E911,761427.553784,232083.118393,2945113.00183,897670.442958,371 Heath St,1,Res,1,81100,8,Councillor Ross,Jamaica Plain,3,98,98,98,0,0,OUTSIDE - DAY,0,99,0,CLEAR - DAY,3,2,3,46,30,38,16,6:51:00 AM,5:06:00 PM,0,0,0,0,0,0,0,0,1,1,1,FEMALE,WHITE NON-HISPANIC,35,"About xxxxx hours on Tuesday, xxxxxxxx xx, xxxx, Officer Shorter in the xxxxx Unit, responded to a radio call for a motor vehicle accident (pedestrian struck) at the intersection of S. Huntington Avenue and Heath Street in Jamaica Plain.

On arrival, officer observed victim, xxxxxx xxxxxxx, being treated by Ambulance xxxx (EMTS xxxxxxxxxxxxxx) for neck and left shoulder injuries sustained in this accident.

Officer Shorter spoke with victim, who stated that she was riding her bicycle on S. Huntington Avenue from the V. A. Hospital in the direction of Huntington Avenue and as she approached the intersection of S. Huntington Avenue and Heath Street, she observed a red Mercury coming up S. Huntington Avenue from Huntington Avenue going pretty fast, and attempt to make a left turn on to Heath Street before her.  Victim stated that she was struck by the motor vehicle's front left bumper (driver's side), and she then flipped off of her bicycle on to the hood of the motor vehicle and then on to the ground.  Officer did observe damage to the victim's front wheel on the bicycle.

Officer xxxxxxxxxxxxxxx (xxxxx), arrived on scene, and spoke with operator of the Mercury Sable, xxxxx xxxxxxx, xxx xxxxxxxxx xxxxx, xxxxxxx, MA (xxx) xxxxxxxx / (xxx) xxxxxxxx.  Operator xxxxxxx stated to Officer xxxxxxxxxxxxxxx that she was traveling outbound on S. Huntington Avenue with no traffic in sight.  She then took a left on to Heath Street and the bicyclist collided with her front left side bumper.  She further stated that she then got out of her motor vehicle  to check on the bicyclist and asked if there was anything she could do for her and the bicyclist stated, ""you can xxx me another bike!""

Victim was transported to Beth Israel Deaconess Hospital for further treatment (non-life threatening injuries) by Ambulance xxxx.  Victim requested that her bicycle be brought to her home where her roommate would take custody of it.  Officer Shorter delivered the bicycle to victim's roommate (xxxxxx).

Operator xxxxxxx motor vehicle was operable.  

Officer did complete xxxxxxxxxxxx of Massachusetts Motor Vehicle Crash Report (xxxxxx).  Officer did issue to operator xxxxxxx, Mass. Uniform Citation xxxxxxxx (ch. xx s. x) failure to yield at intersection, while making a left turn.

The xxxx, Sergeant Morris was notified.  Boston Fire Department Engine xx and Tower Ladder xx also responded.",
